Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Runtime,View Rating,IMDb Score,Awards Received,Awards Nominated For,Release Date,Netflix Release Date,Korean content
Street Flow,Crime,Dramas,"English, French",Movie,7.6,1.5,5.0,6.4,0.0,0.0,2019-10-12 00:00:00.000000000,2019-10-12 00:00:00.000000000,False
The Lies Within,Drama,TV Dramas,Korean,Series,8.3,0.5,14.0,6.8,0.0,0.0,2019-10-12 00:00:00.000000000,2019-10-12 00:00:00.000000000,True
The Influence,Horror,Movies Based on Books,Spanish,Movie,5.7,0.5,14.0,4.5,0.0,1.0,2019-10-11 00:00:00.000000000,2019-10-11 00:00:00.000000000,False
El Camino: A Breaking Bad Movie,Drama,Dramas,English,Movie,3.9,0.5,14.0,7.3,4.0,22.0,2019-10-11 00:00:00.000000000,2019-10-11 00:00:00.000000000,False
The Forest of Love,Drama,Dramas,Japanese,Movie,7.2,2.0,10.502906976744185,6.3,0.0,0.0,2019-10-11 00:00:00.000000000,2019-10-11 00:00:00.000000000,False
Fractured,Thriller,Thrillers,English,Movie,2.5,0.5,14.0,6.4,0.0,0.0,2019-10-11 00:00:00.000000000,2019-10-11 00:00:00.000000000,False
The Bling Lagosians,Drama,Dramas,"Yoruba, Ibo, English",Movie,8.2,2.0,12.0,6.5,0.0,0.0,2019-06-28 00:00:00.000000000,2019-10-10 00:00:00.000000000,False
Bygones Be Bygones,Comedy,Comedies,Turkish,Movie,6.4,0.5,14.0,6.2,0.0,1.0,2017-01-20 00:00:00.000000000,2019-10-10 00:00:00.000000000,False
Once Upon a Time in London,Crime,Dramas,English,Movie,4.5,1.5,13.0,5.8,0.0,0.0,2019-04-19 00:00:00.000000000,2019-10-10 00:00:00.000000000,False
Rhythm + Flow,Music,US TV Shows,English,Series,8.2,1.5,14.0,7.7,1.0,0.0,2019-10-09 00:00:00.000000000,2019-10-09 00:00:00.000000000,False
BEASTARS,Drama,Anime Series,Japanese,Series,6.0,1.5,12.0,7.8,0.0,8.0,2020-03-13 00:00:00.000000000,2019-10-09 00:00:00.000000000,False
Deon Cole: Cole Hearted,Comedy,Comedies,English,Movie,8.1,0.5,14.0,6.9,0.0,0.0,2019-10-08 00:00:00.000000000,2019-10-08 00:00:00.000000000,False
The Spooky Tale of Captain Underpants Hack-a-ween,Comedy,Comedies,English,Movie,7.9,1.5,12.0,5.9,0.0,0.0,2019-10-08 00:00:00.000000000,2019-10-08 00:00:00.000000000,False
Legend Quest: Masters of Myth,Animation,Kids TV,English,Series,9.1,1.5,13.0,8.2,1.0,0.0,2019-10-05 00:00:00.000000000,2019-10-05 00:00:00.000000000,False
My Country: The New Age,Drama,TV Dramas,Korean,Series,8.6,0.75,14.0,8.3,0.0,0.0,2019-10-04 00:00:00.000000000,2019-10-04 00:00:00.000000000,True
In the Tall Grass,Thriller,Thrillers,English,Movie,2.3,0.5,10.502906976744185,5.4,2.0,3.0,2019-10-04 00:00:00.000000000,2019-10-04 00:00:00.000000000,False
Raising Dion,Drama,TV Dramas,English,Series,4.2,1.5,12.0,7.2,2.0,3.0,2019-10-04 00:00:00.000000000,2019-10-04 00:00:00.000000000,False
Kids on the Block,Comedy,Comedies,Dutch,Movie,8.1,0.5,14.0,7.2,0.0,0.0,2007-12-10 00:00:00.000000000,2019-10-03 00:00:00.000000000,False
Seis Manos,Drama,US TV Shows,English,Series,8.1,0.5,14.0,7.2,1.0,2.0,2019-10-03 00:00:00.000000000,2019-10-03 00:00:00.000000000,False
Ready to Mingle,Comedy,Comedies,Spanish,Movie,6.9,1.5,5.0,5.9,1.0,4.0,2019-06-07 00:00:00.000000000,2019-10-02 00:00:00.000000000,False
Living Undocumented,Documentary,Documentaries,"English, Spanish",Series,8.0,0.5,10.502906976744185,6.6,0.0,2.0,2019-10-02 00:00:00.000000000,2019-10-02 00:00:00.000000000,False
Salam - The First ****** Nobel Laureate,Documentary,Documentaries,English,Movie,8.8,0.5,5.0,7.9,4.0,0.0,2018-01-06 00:00:00.000000000,2019-10-02 00:00:00.000000000,False
Come and Hug Me,Drama,TV Dramas,Korean,Series,8.7,0.5,10.502906976744185,8.1,1.0,4.0,2018-05-16 00:00:00.000000000,2019-10-01 00:00:00.000000000,True
First Kiss,Comedy,Dramas,Dutch,Movie,6.9,2.0,12.0,3.9,0.0,0.0,2018-12-06 00:00:00.000000000,2019-10-01 00:00:00.000000000,False
Mo Gilligan: Momentum,Comedy,Comedies,English,Movie,8.0,0.5,5.0,6.3,0.0,0.0,2019-09-30 00:00:00.000000000,2019-09-30 00:00:00.000000000,False
Cheese in the Trap,Comedy,TV Dramas,Korean,Series,7.2,1.5,12.0,7.4,2.0,4.0,2016-01-04 00:00:00.000000000,2019-09-30 00:00:00.000000000,True
The K2,Drama,TV Dramas,Korean,Series,7.1,0.5,14.0,7.8,0.0,0.0,2016-09-23 00:00:00.000000000,2019-09-30 00:00:00.000000000,True
Chicago Typewriter,Drama,TV Dramas,Korean,Series,8.6,0.5,14.0,8.3,0.0,3.0,2017-04-07 00:00:00.000000000,2019-09-30 00:00:00.000000000,True
Tunnel,Thriller,TV Thrillers,Korean,Series,8.3,0.5,14.0,8.3,0.0,1.0,2017-03-25 00:00:00.000000000,2019-09-30 00:00:00.000000000,True
The Liar and His Lover,Romance,TV Dramas,Korean,Series,8.1,0.5,14.0,6.9,0.0,0.0,2017-03-20 00:00:00.000000000,2019-09-30 00:00:00.000000000,True
60 Days In,Reality-TV,US TV Shows,English,Series,7.8,1.5,12.0,7.7,1.0,0.0,2016-03-10 00:00:00.000000000,2019-09-30 00:00:00.000000000,False
Henry Danger,Comedy,TV Comedies,English,Series,6.1,2.0,12.0,5.6,17.0,19.0,2013-07-10 02:46:41.879537152,2019-09-30 00:00:00.000000000,False
The Loud House,Comedy,TV Comedies,"English, Spanish",Series,6.8,0.5,14.0,7.2,4.0,20.0,2016-05-02 00:00:00.000000000,2019-09-30 00:00:00.000000000,False
The Thundermans,Drama,TV Comedies,English,Series,6.1,2.0,13.0,5.8,2.0,16.0,2013-10-14 00:00:00.000000000,2019-09-30 00:00:00.000000000,False
Bard of Blood,Drama,TV Dramas,Hindi,Series,3.9,0.5,10.502906976744185,7.0,0.0,0.0,2019-09-27 00:00:00.000000000,2019-09-27 00:00:00.000000000,False
In the Shadow of the Moon,Action,Dramas,English,Movie,6.08953859238785,0.5,10.502906976744185,6.599128216032314,0.0,0.0,2013-07-10 02:46:41.879537152,2019-09-27 00:00:00.000000000,False
Dragons: Rescue Riders,Comedy,TV Comedies,English,Series,8.0,0.5,5.0,6.1,0.0,2.0,2019-09-27 00:00:00.000000000,2019-09-27 00:00:00.000000000,False
Skylines,Drama,TV Dramas,English,Series,7.7,0.5,5.0,7.6,1.0,1.0,2019-09-27 00:00:00.000000000,2019-09-27 00:00:00.000000000,False
The Politician,Drama,TV Comedies,English,Series,3.8,1.176450742240216,10.502906976744185,7.5,2.0,14.0,2019-09-27 00:00:00.000000000,2019-09-27 00:00:00.000000000,False
Deliha 2,Comedy,Comedies,Turkish,Movie,6.1,1.176450742240216,10.502906976744185,4.5,1.0,6.0,2018-01-12 00:00:00.000000000,2019-09-26 00:00:00.000000000,False
South Park,Comedy,TV Comedies,English,Series,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2017-11-28 00:00:00.000000000,2019-09-26 00:00:00.000000000,False
Birders,Documentary,Documentaries,"English, Spanish",Movie,8.1,1.176450742240216,10.502906976744185,6.4,0.0,0.0,2019-09-25 00:00:00.000000000,2019-09-25 00:00:00.000000000,False
Phantom Thread,Drama,Dramas,"English, French",Movie,4.3,1.176450742240216,10.502906976744185,7.5,55.0,119.0,2018-01-19 00:00:00.000000000,2019-09-25 00:00:00.000000000,False
Jeff Dunham: Beside Himself,Comedy,Comedies,English,Movie,8.2,1.176450742240216,10.502906976744185,6.8,0.0,0.0,2019-09-24 00:00:00.000000000,2019-09-24 00:00:00.000000000,False
Team Kaylie,Comedy,TV Comedies,English,Series,7.0,1.176450742240216,10.502906976744185,4.2,0.0,0.0,2019-09-23 00:00:00.000000000,2019-09-23 00:00:00.000000000,False
Crossing Dates,Drama,Dramas,Romanian,Movie,8.2,1.176450742240216,10.502906976744185,6.5,1.0,1.0,2008-02-01 00:00:00.000000000,2019-09-21 00:00:00.000000000,False
Vagabond,Drama,TV Dramas,"French, Arabic, English",Series,4.8,1.176450742240216,10.502906976744185,7.7,8.0,5.0,1986-05-16 00:00:00.000000000,2019-09-20 00:00:00.000000000,True
King of Boys,Drama,Dramas,"Yoruba, English, Ibo, Hausa",Movie,7.8,1.176450742240216,10.502906976744185,5.8,0.0,0.0,2018-10-26 00:00:00.000000000,2019-09-20 00:00:00.000000000,False
Criminal: Germany,Drama,TV Dramas,German,Series,6.8,1.176450742240216,10.502906976744185,7.7,0.0,0.0,2019-09-20 00:00:00.000000000,2019-09-20 00:00:00.000000000,False
Inside Bills Brain: Decoding Bill Gates,Documentary,Documentaries,English,Series,4.4,1.176450742240216,10.502906976744185,7.9,0.0,0.0,2019-09-20 00:00:00.000000000,2019-09-20 00:00:00.000000000,False
Between Two Ferns: The Movie,Comedy,Comedies,English,Movie,3.2,1.176450742240216,10.502906976744185,6.1,1.0,2.0,2019-09-20 00:00:00.000000000,2019-09-20 00:00:00.000000000,False
Criminal: France,Drama,TV Dramas,French,Series,7.0,1.176450742240216,10.502906976744185,7.2,0.0,0.0,2019-09-20 00:00:00.000000000,2019-09-20 00:00:00.000000000,False
True: Tricky Treat Day,Animation,TV Cartoons,English,Movie,8.4,1.176450742240216,10.502906976744185,7.2,1.0,5.0,2017-08-11 00:00:00.000000000,2019-09-20 00:00:00.000000000,False
Criminal: Spain,Drama,TV Dramas,Spanish,Series,6.8,1.176450742240216,10.502906976744185,6.9,0.0,1.0,2019-09-20 00:00:00.000000000,2019-09-20 00:00:00.000000000,False
Criminal: UK,Drama,TV Dramas,English,Series,3.8,1.176450742240216,10.502906976744185,7.6,0.0,2.0,2019-09-20 00:00:00.000000000,2019-09-20 00:00:00.000000000,False
The Hockey Girls,Drama,TV Dramas,Catalan,Series,8.3,1.176450742240216,10.502906976744185,7.0,0.0,0.0,2019-04-29 00:00:00.000000000,2019-09-20 00:00:00.000000000,False
Travel Mates 2,Comedy,Comedies,Turkish,Movie,6.6,1.176450742240216,10.502906976744185,5.9,1.0,5.0,2018-10-12 00:00:00.000000000,2019-09-19 00:00:00.000000000,False
Kabir Singh,Drama,Dramas,Hindi,Movie,2.3,1.176450742240216,10.502906976744185,7.1,12.0,36.0,2019-06-20 00:00:00.000000000,2019-09-19 00:00:00.000000000,False
When the Camellia Blooms,Drama,TV Dramas,Korean,Series,8.3,1.176450742240216,10.502906976744185,8.0,10.0,6.0,2019-09-18 00:00:00.000000000,2019-09-18 00:00:00.000000000,True
Transformers: Cyberverse,Action,Kids TV,English,Series,8.3,1.176450742240216,10.502906976744185,6.8,0.0,0.0,2018-09-01 00:00:00.000000000,2019-09-17 00:00:00.000000000,False
The Last Kids on Earth,Comedy,TV Comedies,English,Series,8.3,1.176450742240216,10.502906976744185,7.5,6.0,2.0,2013-07-10 02:46:41.879537152,2019-09-17 00:00:00.000000000,False
Clive Davis: The Soundtrack of Our Lives,Documentary,Documentaries,English,Movie,8.2,1.176450742240216,10.502906976744185,7.5,3.0,0.0,2019-09-17 00:00:00.000000000,2019-09-16 00:00:00.000000000,False
Bakugan: Battle Planet,Comedy,Kids TV,"English, Korean",Series,7.6,1.176450742240216,10.502906976744185,5.4,0.0,2.0,2018-12-23 00:00:00.000000000,2019-09-15 00:00:00.000000000,False
Los Tigres del Norte at Folsom Prison,Documentary,Documentaries,Spanish,Movie,8.4,1.176450742240216,10.502906976744185,7.0,0.0,0.0,2019-09-15 00:00:00.000000000,2019-09-15 00:00:00.000000000,False
The Universe,Documentary,Documentaries,English,Series,6.7,1.176450742240216,10.502906976744185,8.7,0.0,0.0,2007-05-29 00:00:00.000000000,2019-09-15 00:00:00.000000000,False
Ancient Aliens,Documentary,Documentaries,English,Series,8.7,1.176450742240216,10.502906976744185,7.5,0.0,0.0,2010-12-01 00:00:00.000000000,2019-09-15 00:00:00.000000000,False
Intervention,Drama,Documentaries,English,Series,9.3,1.176450742240216,10.502906976744185,8.6,0.0,0.0,2008-05-14 00:00:00.000000000,2019-09-15 00:00:00.000000000,False
Unbroken: Path to Redemption,Drama,Dramas,"English, Italian",Movie,6.0,1.176450742240216,10.502906976744185,5.8,0.0,5.0,2018-09-14 00:00:00.000000000,2019-09-14 00:00:00.000000000,False
Oh! Baby,Comedy,Comedies,English,Movie,8.7,1.176450742240216,10.502906976744185,7.4,0.0,0.0,1929-12-15 00:00:00.000000000,2019-09-14 00:00:00.000000000,False
"Hello, Privilege. Its Me, Chelsea",Documentary,Documentaries,English,Movie,6.3,1.176450742240216,10.502906976744185,4.3,0.0,0.0,2019-09-13 00:00:00.000000000,2019-09-13 00:00:00.000000000,False
Marianne,Drama,TV Dramas,French,Series,3.8,1.176450742240216,10.502906976744185,7.5,0.0,1.0,2019-09-13 00:00:00.000000000,2019-09-13 00:00:00.000000000,False
Monarca,Drama,TV Dramas,Spanish,Series,8.0,1.176450742240216,10.502906976744185,8.0,0.0,0.0,2013-07-10 02:46:41.879537152,2019-09-13 00:00:00.000000000,False
Unbelievable,Drama,TV Dramas,English,Series,4.2,1.176450742240216,10.502906976744185,8.4,5.0,37.0,2019-09-13 00:00:00.000000000,2019-09-13 00:00:00.000000000,False
Top Boy,Drama,Drama,English,Series,4.2,1.176450742240216,10.502906976744185,8.4,3.0,10.0,2011-10-31 00:00:00.000000000,2019-09-13 00:00:00.000000000,False
Shanghai Fortress,Action,Dramas,"Mandarin, English",Movie,5.6,1.176450742240216,10.502906976744185,4.3,0.0,1.0,2019-08-09 00:00:00.000000000,2019-09-13 00:00:00.000000000,False
Tall Girl,Drama,Comedies,English,Movie,1.8,1.176450742240216,10.502906976744185,5.2,1.0,0.0,2019-09-13 00:00:00.000000000,2019-09-13 00:00:00.000000000,False
The Wedding Party 2: Destination Dubai,Comedy,Comedies,English,Movie,7.2,1.176450742240216,10.502906976744185,4.7,0.0,0.0,2017-12-26 00:00:00.000000000,2019-09-13 00:00:00.000000000,False
Merry Men: The Real Yoruba Demons,Comedy,Comedies,"English, Yoruba",Movie,7.5,1.176450742240216,10.502906976744185,5.1,0.0,0.0,2018-09-28 00:00:00.000000000,2019-09-13 00:00:00.000000000,False
"The Mind, Explained",Documentary,Documentaries,English,Series,7.0,1.176450742240216,10.502906976744185,8.0,0.0,0.0,2019-09-12 00:00:00.000000000,2019-09-12 00:00:00.000000000,False
The I-Land,Drama,TV Dramas,English,Series,2.2,1.176450742240216,10.502906976744185,4.5,2.0,0.0,2013-07-10 02:46:41.879537152,2019-09-12 00:00:00.000000000,False
Betty en NY,Comedy,TV Comedies,"Spanish, English",Series,8.6,1.176450742240216,10.502906976744185,7.7,1.0,4.0,2019-02-06 00:00:00.000000000,2019-09-11 00:00:00.000000000,False
Tobot,Animation,Kids TV,English,Series,8.2,1.176450742240216,10.502906976744185,6.5,0.0,0.0,2018-01-01 00:00:00.000000000,2019-09-10 00:00:00.000000000,True
Bill Burr: Paper Tiger,Comedy,Comedies,English,Movie,4.8,1.176450742240216,10.502906976744185,8.2,0.0,0.0,2019-09-10 00:00:00.000000000,2019-09-10 00:00:00.000000000,False
Evelyn,Drama,Documentaries,English,Movie,5.0,1.176450742240216,10.502906976744185,7.0,4.0,7.0,2002-12-25 00:00:00.000000000,2019-09-10 00:00:00.000000000,False
Our Godfather,Documentary,Documentaries,English,Movie,7.2,1.176450742240216,10.502906976744185,6.8,0.0,0.0,2019-09-10 00:00:00.000000000,2019-09-10 00:00:00.000000000,False
The Bletchley Circle: San Francisco,Drama,TV Dramas,English,Series,7.5,1.176450742240216,10.502906976744185,6.9,3.0,9.0,2018-07-26 00:00:00.000000000,2019-09-07 00:00:00.000000000,False
The Modest Heroes of Studio Ponoc,Documentary,Documentaries,"Japanese, English",Movie,8.2,1.176450742240216,10.502906976744185,6.5,0.0,0.0,2019-09-06 00:00:00.000000000,2019-09-06 00:00:00.000000000,False
The Spy,Drama,TV Dramas,"Norwegian, English, Swedish, German",Series,7.7,1.176450742240216,10.502906976744185,6.1,2.0,5.0,2019-10-18 00:00:00.000000000,2019-09-06 00:00:00.000000000,False
Archibalds Next Big Thing,Comedy,TV Comedies,French,Series,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,1991-11-03 00:00:00.000000000,2019-09-06 00:00:00.000000000,False
Ainori Love Wagon: African Journey,Reality-TV,Reality TV,Japanese,Series,8.7,1.176450742240216,10.502906976744185,7.4,0.0,0.0,2020-01-30 00:00:00.000000000,2019-09-06 00:00:00.000000000,False
Avengement,Action,Action & Adventure,English,Movie,3.5,1.176450742240216,10.502906976744185,6.5,0.0,1.0,2019-05-24 00:00:00.000000000,2019-09-05 00:00:00.000000000,False
My Secret Romance,Comedy,TV Comedies,Korean,Series,7.7,1.176450742240216,10.502906976744185,7.2,0.0,0.0,2017-04-17 00:00:00.000000000,2019-09-03 00:00:00.000000000,True
The Crystal Calls Making the Dark Crystal: Age of Resistance,Documentary,Documentaries,English,Movie,8.6,1.176450742240216,10.502906976744185,7.6,0.0,0.0,2019-08-30 00:00:00.000000000,2019-09-01 00:00:00.000000000,False
Spookley the Square Pumpkin,Animation,Movies Based on Books,English,Movie,7.8,1.176450742240216,10.502906976744185,5.0,0.0,0.0,2005-10-19 00:00:00.000000000,2019-09-01 00:00:00.000000000,False
Used Goods,Drama,Comedies,Arabic,Movie,7.4,1.176450742240216,10.502906976744185,4.8,0.0,0.0,2018-08-19 00:00:00.000000000,2019-09-01 00:00:00.000000000,False
The Bridge,Drama,Dramas,English,Movie,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2017-12-05 00:00:00.000000000,2019-09-01 00:00:00.000000000,False
Elena,Drama,Documentaries,"Portuguese, English",Movie,8.1,1.176450742240216,10.502906976744185,7.6,11.0,9.0,2012-09-01 00:00:00.000000000,2019-09-01 00:00:00.000000000,False
The CEO,Mystery,Dramas,"English, French, Arabic, Yoruba, Swahili, Chinese",Movie,8.1,1.176450742240216,10.502906976744185,6.2,0.0,0.0,2016-05-04 00:00:00.000000000,2019-09-01 00:00:00.000000000,False
Phone Swap,Comedy,Comedies,English,Movie,7.9,1.176450742240216,10.502906976744185,6.0,2.0,0.0,2012-03-30 00:00:00.000000000,2019-09-01 00:00:00.000000000,False
Mokalik (Mechanic),Comedy,Dramas,"English, Yoruba",Movie,8.1,1.176450742240216,10.502906976744185,6.3,0.0,1.0,2019-05-31 00:00:00.000000000,2019-09-01 00:00:00.000000000,False
Luo Bao Bei,Animation,Kids TV,English,Series,8.8,1.176450742240216,10.502906976744185,7.7,0.0,0.0,2018-05-07 00:00:00.000000000,2019-08-31 00:00:00.000000000,False
Back to School,Comedy,Comedies,French,Movie,7.1,1.176450742240216,10.502906976744185,5.3,0.0,0.0,2019-08-30 00:00:00.000000000,2019-08-30 00:00:00.000000000,False
13 Commandments,Thriller,TV Dramas,"Turkish, Flemish",Series,7.6,1.176450742240216,10.502906976744185,7.0,0.0,0.0,2018-09-10 00:00:00.000000000,2019-08-30 00:00:00.000000000,False
Unbridled,Thriller,Thrillers,Spanish,Movie,7.3,1.176450742240216,10.502906976744185,5.0,0.0,6.0,2018-10-19 00:00:00.000000000,2019-08-30 00:00:00.000000000,False
The A List,Drama,TV Dramas,English,Series,6.9,1.176450742240216,10.502906976744185,5.4,0.0,1.0,2018-10-25 00:00:00.000000000,2019-08-30 00:00:00.000000000,False
Styling Hollywood,Reality-TV,US TV Shows,English,Series,8.2,1.176450742240216,10.502906976744185,6.7,0.0,0.0,2019-08-30 00:00:00.000000000,2019-08-30 00:00:00.000000000,False
The Dark Crystal: Age of Resistance,Drama,TV Dramas,English,Series,4.2,1.176450742240216,10.502906976744185,8.5,3.0,7.0,2019-08-30 00:00:00.000000000,2019-08-30 00:00:00.000000000,False
Falling Inn Love,Comedy,Comedies,English,Movie,3.0,1.176450742240216,10.502906976744185,5.6,0.0,0.0,2019-08-29 00:00:00.000000000,2019-08-29 00:00:00.000000000,False
Kardec,Biography,Dramas,Portuguese,Movie,8.1,1.176450742240216,10.502906976744185,6.1,0.0,8.0,2019-05-16 00:00:00.000000000,2019-08-29 00:00:00.000000000,False
Travis Scott: Look Mom I Can Fly,Documentary,Documentaries,English,Movie,6.3,1.176450742240216,10.502906976744185,6.3,0.0,0.0,2019-08-28 00:00:00.000000000,2019-08-28 00:00:00.000000000,False
Rust Valley Restorers,Documentary,Reality TV,English,Series,7.9,1.176450742240216,10.502906976744185,7.8,3.0,1.0,2018-12-06 00:00:00.000000000,2019-08-23 00:00:00.000000000,False
Mayday Life,Music,Music & Musicals,Mandarin,Movie,8.6,1.176450742240216,10.502906976744185,7.3,0.0,2.0,2019-05-31 00:00:00.000000000,2019-08-23 00:00:00.000000000,False
Love Alarm,Drama,TV Dramas,Korean,Series,7.5,1.176450742240216,10.502906976744185,7.4,0.0,0.0,2019-08-22 00:00:00.000000000,2019-08-22 00:00:00.000000000,True
Simon Amstell: Set Free,Comedy,Comedies,English,Movie,7.9,1.176450742240216,10.502906976744185,6.4,0.0,0.0,2019-08-20 00:00:00.000000000,2019-08-21 00:00:00.000000000,False
American Factory: A Conversation with the Obamas,Documentary,Documentaries,English,Movie,7.5,1.176450742240216,10.502906976744185,5.2,0.0,0.0,2019-08-21 00:00:00.000000000,2019-08-21 00:00:00.000000000,False
Hyperdrive,Reality-TV,US TV Shows,English,Series,7.9,1.176450742240216,10.502906976744185,8.1,0.0,0.0,2019-08-21 00:00:00.000000000,2019-08-21 00:00:00.000000000,False
De ce eu?,Drama,Dramas,"Romanian, English",Movie,8.2,1.176450742240216,10.502906976744185,7.6,0.0,2.0,2015-11-05 00:00:00.000000000,2019-08-21 00:00:00.000000000,False
Breaking News,Drama,Dramas,Romanian,Movie,7.8,1.176450742240216,10.502906976744185,6.0,1.0,3.0,2017-09-29 00:00:00.000000000,2019-08-21 00:00:00.000000000,False
American Factory,Documentary,Documentaries,"English, Mandarin",Movie,4.3,1.176450742240216,10.502906976744185,7.4,19.0,48.0,2019-08-21 00:00:00.000000000,2019-08-21 00:00:00.000000000,False
Apache: The Life of Carlos Tevez,Drama,TV Dramas,"Spanish, Italian",Series,7.7,1.176450742240216,10.502906976744185,6.6,0.0,0.0,2019-08-16 00:00:00.000000000,2019-08-16 00:00:00.000000000,False
Diagnosis,Documentary,Documentaries,English,Series,8.5,1.176450742240216,10.502906976744185,7.8,0.0,0.0,2019-08-16 00:00:00.000000000,2019-08-16 00:00:00.000000000,False
Green Frontier,Drama,TV Thrillers,Spanish,Series,7.6,1.176450742240216,10.502906976744185,7.3,0.0,0.0,2019-08-16 00:00:00.000000000,2019-08-16 00:00:00.000000000,False
Victim Number 8,Drama,TV Dramas,Spanish,Series,7.7,1.176450742240216,10.502906976744185,7.0,1.0,1.0,2018-10-10 00:00:00.000000000,2019-08-16 00:00:00.000000000,False
The Little Switzerland,Comedy,Comedies,"Spanish, German, Basque",Movie,6.9,1.176450742240216,10.502906976744185,4.8,0.0,0.0,2019-04-26 00:00:00.000000000,2019-08-16 00:00:00.000000000,False
Sextuplets,Comedy,Comedies,English,Movie,2.6,1.176450742240216,10.502906976744185,4.4,0.0,0.0,2019-08-16 00:00:00.000000000,2019-08-16 00:00:00.000000000,False
Better Than Us,Drama,TV Dramas,"Mandarin, Russian, English",Series,5.4,1.176450742240216,10.502906976744185,7.4,2.0,2.0,2019-08-16 00:00:00.000000000,2019-08-16 00:00:00.000000000,False
45 rpm,Drama,TV Dramas,Spanish,Series,8.5,1.176450742240216,10.502906976744185,7.3,0.0,0.0,2019-03-18 00:00:00.000000000,2019-08-16 00:00:00.000000000,False
Super Monsters Back to School,Animation,Children & Family Movies,English,Movie,8.1,1.176450742240216,10.502906976744185,6.2,0.0,0.0,2019-08-16 00:00:00.000000000,2019-08-16 00:00:00.000000000,False
Invader Zim: Enter the Florpus,Comedy,Comedies,"English, Korean",Movie,6.9,1.176450742240216,10.502906976744185,7.5,0.0,3.0,2019-08-16 00:00:00.000000000,2019-08-16 00:00:00.000000000,False
The Kings Avatar,Animation,TV Dramas,Mandarin,Series,8.2,1.176450742240216,10.502906976744185,6.5,0.0,1.0,2019-08-16 00:00:00.000000000,2019-08-16 00:00:00.000000000,False
Til Death Do Us Part,Mystery,TV Dramas,English,Series,8.1,1.176450742240216,10.502906976744185,6.3,0.0,0.0,2019-07-09 00:00:00.000000000,2019-08-15 00:00:00.000000000,False
Cannon Busters,Animation,Anime Series,English,Series,8.0,1.176450742240216,10.502906976744185,6.9,0.0,0.0,2019-08-15 00:00:00.000000000,2019-08-15 00:00:00.000000000,False
Belle and Sebastian,Adventure,Kids TV,"French, Italian",Series,7.7,1.176450742240216,10.502906976744185,6.3,0.0,1.0,2018-02-14 00:00:00.000000000,2019-08-14 00:00:00.000000000,False
Happy Jail,Documentary,Documentaries,English,Series,8.4,1.176450742240216,10.502906976744185,7.0,0.0,0.0,2019-08-14 00:00:00.000000000,2019-08-14 00:00:00.000000000,False
Tiffany Haddish Presents: They Ready,Comedy,TV Comedies,English,Series,7.9,1.176450742240216,10.502906976744185,6.2,0.0,2.0,2019-08-13 00:00:00.000000000,2019-08-13 00:00:00.000000000,False
Calum von Moger: Unbroken,Documentary,Documentaries,English,Movie,7.8,1.176450742240216,10.502906976744185,6.2,0.0,0.0,2019-05-10 00:00:00.000000000,2019-08-12 00:00:00.000000000,False
DC Super Hero Girls,Comedy,Kids TV,English,Series,8.1,1.176450742240216,10.502906976744185,6.9,0.0,3.0,2019-04-14 00:00:00.000000000,2019-08-12 00:00:00.000000000,False
The InBESTigators,Comedy,TV Comedies,English,Series,8.8,1.176450742240216,10.502906976744185,8.0,0.0,2.0,2013-07-10 02:46:41.879537152,2019-08-09 00:00:00.000000000,False
Spirit Riding Free: Pony Tales,Animation,Kids TV,English,Series,8.9,1.176450742240216,10.502906976744185,7.9,0.0,0.0,2019-05-03 00:00:00.000000000,2019-08-09 00:00:00.000000000,False
Colin Quinn: Red State Blue State,Comedy,Comedies,English,Movie,8.5,1.176450742240216,10.502906976744185,7.6,0.0,0.0,2019-05-27 00:00:00.000000000,2019-08-09 00:00:00.000000000,False
The Family,Comedy,Documentaries,English,Series,8.4,1.176450742240216,10.502906976744185,7.7,4.0,9.0,2019-05-22 00:00:00.000000000,2019-08-09 00:00:00.000000000,False
Sintonia,Drama,TV Dramas,Portuguese,Series,8.0,1.176450742240216,10.502906976744185,6.7,0.0,0.0,2019-08-09 00:00:00.000000000,2019-08-09 00:00:00.000000000,False
Rockos Modern Life: Static Cling,Comedy,Comedies,English,Movie,7.3,1.176450742240216,10.502906976744185,7.0,0.0,1.0,2019-08-09 00:00:00.000000000,2019-08-08 00:00:00.000000000,False
The Naked Director,Drama,TV Dramas,Japanese,Series,6.8,1.176450742240216,10.502906976744185,7.8,0.0,0.0,2019-08-08 00:00:00.000000000,2019-08-08 00:00:00.000000000,False
Dollar,Game-Show,TV Dramas,English,Series,7.7,1.176450742240216,10.502906976744185,6.0,0.0,0.0,2019-06-14 00:00:00.000000000,2019-08-08 00:00:00.000000000,False
Wu Assassins,Drama,US TV Shows,"English, Cantonese",Series,3.3,1.176450742240216,10.502906976744185,6.4,0.0,4.0,2019-08-08 00:00:00.000000000,2019-08-08 00:00:00.000000000,False
Roll Red Roll,Crime,Documentaries,English,Movie,8.3,1.176450742240216,10.502906976744185,7.1,6.0,2.0,2019-01-03 00:00:00.000000000,2019-08-08 00:00:00.000000000,False
